3.18109E-13,1.27531E-12,1.28506E-09,1.68947E-09,6.90726E-09,1.10348E-08,1.24508E-08,5.81583E-08,1.92247E-07,3.94937E-07,1.00399E-06,2.14511E-06,2.63816E-06,9.81103E-06,1.6757E-05,2.46147E-05,3.30497E-05,3.34166E-05,3.38285E-05,3.48447E-05,4.09579E-05,4.11117E-05,4.40946E-05,4.57349E-05,4.60436E-05,5.4674E-05,5.46965E-05,5.82982E-05,5.90928E-05,6.1375E-05,6.23565E-05,6.25236E-05,6.29986E-05,6.30869E-05,6.36569E-05,6.38011E-05,6.38857E-05,6.39152E-05,6.39179E-05,6.39541E-05,6.39656E-05,6.3971E-05,6.39735E-05,6.39805E-05,6.39906E-05,6.39953E-05,6.39963E-05,6.39981E-05,6.39999E-05,6.4E-05
1.42026E-12,6.94009E-12,4.54067E-09,1.17306E-08,9.20615E-08,1.27619E-06,1.86218E-06,2.31311E-06,9.79955E-06,1.04385E-05,1.26153E-05,1.48269E-05,2.17586E-05,3.21081E-05,3.25462E-05,3.98425E-05,3.99351E-05,4.0755E-05,4.29989E-05,4.66244E-05,4.88374E-05,5.0502E-05,5.11249E-05,5.18164E-05,5.44889E-05,5.45349E-05,5.69058E-05,6.08884E-05,6.15071E-05,6.16823E-05,6.18838E-05,6.21071E-05,6.21377E-05,6.24589E-05,6.32081E-05,6.32097E-05,6.38995E-05,6.3904E-05,6.39209E-05,6.39602E-05,6.39628E-05,6.39949E-05,6.39968E-05,6.39977E-05,6.39982E-05,6.39984E-05,6.39995E-05,6.39998E-05,6.39999E-05,6.4E-05
6.49635E-11,2.59189E-09,1.077E-06,1.5271E-06,1.7139E-06,2.43329E-06,4.26117E-06,4.93862E-06,5.04507E-06,7.38822E-06,7.54487E-06,8.61604E-06,8.93232E-06,9.84203E-06,1.60421E-05,2.3995E-05,3.65093E-05,3.7182E-05,3.7247E-05,3.8438E-05,3.87622E-05,3.99298E-05,4.2462E-05,4.3105E-05,4.31065E-05,4.43479E-05,4.67654E-05,4.93288E-05,5.01581E-05,5.26276E-05,5.38592E-05,5.48191E-05,5.82205E-05,5.89111E-05,6.0538E-05,6.09041E-05,6.24493E-05,6.2864E-05,6.32278E-05,6.33352E-05,6.35508E-05,6.39328E-05,6.39666E-05,6.39763E-05,6.39909E-05,6.39949E-05,6.39962E-05,6.39994E-05,6.39996E-05,6.4E-05
1.06595E-10,1.29724E-08,1.19743E-07,1.29792E-07,2.22919E-07,5.5518E-07,6.16993E-07,1.78264E-06,5.76322E-06,6.81904E-06,7.62428E-06,1.12773E-05,1.45373E-05,1.46356E-05,1.81794E-05,2.071E-05,2.7065E-05,3.49332E-05,4.07568E-05,4.87946E-05,5.29429E-05,5.97014E-05,5.98787E-05,6.05831E-05,6.12636E-05,6.19504E-05,6.20403E-05,6.27408E-05,6.30828E-05,6.31516E-05,6.32523E-05,6.32849E-05,6.34307E-05,6.36097E-05,6.38338E-05,6.39332E-05,6.39486E-05,6.39756E-05,6.39839E-05,6.39897E-05,6.39939E-05,6.39992E-05,6.39993E-05,6.39995E-05,6.39997E-05,6.39997E-05,6.4E-05,6.4E-05,6.4E-05,6.4E-05
1.07874E-11,7.39971E-08,4.14871E-07,4.58615E-07,7.15676E-07,7.89195E-07,8.33368E-07,1.19416E-06,3.70378E-06,3.88905E-06,5.98505E-06,6.07104E-06,8.80572E-06,1.00724E-05,1.31991E-05,1.63052E-05,1.72583E-05,2.05727E-05,2.25754E-05,2.85229E-05,3.41017E-05,3.58652E-05,4.35025E-05,4.36093E-05,4.59172E-05,4.71758E-05,4.88087E-05,5.65089E-05,5.85271E-05,5.88055E-05,5.8903E-05,6.14094E-05,6.18007E-05,6.21198E-05,6.24101E-05,6.26145E-05,6.3216E-05,6.34847E-05,6.34976E-05,6.35234E-05,6.37793E-05,6.38727E-05,6.39177E-05,6.39266E-05,6.39288E-05,6.3972E-05,6.4E-05,6.4E-05,6.4E-05,6.4E-05
7.61095E-15,2.22955E-09,6.08143E-08,9.52116E-07,1.25072E-06,1.67463E-06,1.69018E-06,3.43788E-06,6.22817E-06,7.75496E-06,1.45257E-05,1.62593E-05,1.85163E-05,1.95086E-05,2.05731E-05,2.21401E-05,2.35055E-05,2.43584E-05,2.87339E-05,3.23793E-05,3.37825E-05,3.56953E-05,3.85598E-05,4.64119E-05,5.10167E-05,5.25233E-05,5.5958E-05,5.77263E-05,5.87724E-05,5.90622E-05,5.90987E-05,5.96706E-05,6.00305E-05,6.03654E-05,6.13871E-05,6.16048E-05,6.22313E-05,6.32339E-05,6.37847E-05,6.38818E-05,6.39158E-05,6.39339E-05,6.39457E-05,6.39663E-05,6.39879E-05,6.39916E-05,6.39977E-05,6.39996E-05,6.4E-05,6.4E-05
2.8407E-14,4.92237E-12,7.32214E-12,1.04839E-07,1.24086E-07,1.64796E-07,4.16E-07,1.64124E-06,4.77177E-06,6.18501E-06,8.93293E-06,1.08282E-05,1.0949E-05,1.2897E-05,1.39691E-05,1.40638E-05,1.56001E-05,2.13733E-05,2.2469E-05,2.31235E-05,2.42455E-05,2.65894E-05,2.85286E-05,3.0851E-05,3.3733E-05,3.61236E-05,3.64538E-05,4.82151E-05,5.05777E-05,5.20163E-05,5.47916E-05,5.71104E-05,5.84425E-05,5.97953E-05,6.00902E-05,6.02281E-05,6.05844E-05,6.26094E-05,6.34713E-05,6.35302E-05,6.36809E-05,6.38146E-05,6.38564E-05,6.3998E-05,6.39987E-05,6.39989E-05,6.39999E-05,6.4E-05,6.4E-05,6.4E-05
4.21344E-19,7.92358E-16,8.01571E-12,5.65731E-10,6.71495E-10,5.09428E-09,1.3396E-08,1.32346E-07,4.82854E-07,5.76601E-07,7.39025E-07,9.64058E-07,2.05661E-06,2.14883E-06,3.0654E-06,4.38525E-06,1.01025E-05,2.78105E-05,3.2429E-05,3.31762E-05,3.43835E-05,4.13323E-05,4.16319E-05,4.43715E-05,4.56007E-05,4.58873E-05,5.05751E-05,5.23997E-05,5.50149E-05,5.5986E-05,5.83094E-05,6.08011E-05,6.12073E-05,6.2514E-05,6.2548E-05,6.26844E-05,6.29048E-05,6.32776E-05,6.36288E-05,6.36567E-05,6.37439E-05,6.39098E-05,6.39504E-05,6.39762E-05,6.39937E-05,6.39975E-05,6.3998E-05,6.39997E-05,6.39999E-05,6.4E-05
7.1134E-09,1.84723E-08,2.94954E-08,1.15355E-07,2.25513E-06,2.9814E-06,4.16086E-06,4.38667E-06,7.18544E-06,8.43742E-06,1.0235E-05,1.27788E-05,1.63372E-05,3.26225E-05,3.27022E-05,3.60026E-05,3.99548E-05,4.08836E-05,4.24877E-05,4.31581E-05,4.33526E-05,4.40774E-05,4.44295E-05,4.5591E-05,4.73593E-05,4.78012E-05,4.96591E-05,5.14537E-05,5.24707E-05,5.65979E-05,5.78609E-05,5.97353E-05,6.16672E-05,6.19684E-05,6.2018E-05,6.32378E-05,6.34277E-05,6.35289E-05,6.36985E-05,6.37022E-05,6.37157E-05,6.37706E-05,6.38892E-05,6.39609E-05,6.39712E-05,6.39717E-05,6.39908E-05,6.39932E-05,6.4E-05,6.4E-05
9.18935E-15,3.25313E-13,2.24947E-11,2.3242E-08,7.40727E-08,6.55816E-07,2.92426E-06,3.0987E-06,3.90249E-06,6.48838E-06,6.54372E-06,8.17433E-06,8.79417E-06,9.34926E-06,1.29386E-05,1.76629E-05,1.77345E-05,1.81402E-05,1.94977E-05,3.53367E-05,4.12583E-05,4.60522E-05,5.06241E-05,5.06565E-05,5.06882E-05,5.19895E-05,5.63376E-05,5.8747E-05,5.94329E-05,5.95769E-05,5.98796E-05,6.01336E-05,6.06248E-05,6.08507E-05,6.0924E-05,6.11597E-05,6.19443E-05,6.21301E-05,6.26774E-05,6.29208E-05,6.30962E-05,6.39453E-05,6.39458E-05,6.39735E-05,6.39806E-05,6.39982E-05,6.39988E-05,6.4E-05,6.4E-05,6.4E-05
